192.168.15.158 - - [02/Oct/2012:11:01:01 +0200] "GET /temps/style_emploi_du_temps.css HTTP/1.1" 200 1216 "http://intranet-if.insa-lyon.fr/temps/4IF40.html" "Mozilla/5.0 (Windows NT 5.1; rv:13.0) Gecko/20100101 Firefox/13.0.1"
192.168.15.158 - - [02/Oct/2012:11:01:01 +0200] "GET /temps/FondInsa.jpg HTTP/1.1" 200 2828 "http://intranet-if.insa-lyon.fr/temps/style_emploi_du_temps.css" "Mozilla/5.0 (Windows NT 5.1; rv:13.0) Gecko/20100101 Firefox/13.0.1"
192.168.15.158 - - [02/Oct/2012:11:01:01 +0200] "GET /temps/precedent.gif HTTP/1.1" 200 1906 "http://intranet-if.insa-lyon.fr/temps/4IF40.html" "Mozilla/5.0 (Windows NT 5.1; rv:13.0) Gecko/20100101 Firefox/13.0.1"
192.168.15.158 - - [02/Oct/2012:11:01:01 +0200] "GET /temps/choix.gif HTTP/1.1" 200 2836 "http://intranet-if.insa-lyon.fr/temps/4IF40.html" "Mozilla/5.0 (Windows NT 5.1; rv:13.0) Gecko/20100101 Firefox/13.0.1"
192.168.15.158 - - [02/Oct/2012:11:01:01 +0200] "GET /temps/suivant.gif HTTP/1.1" 200 1634 "http://intranet-if.insa-lyon.fr/temps/4IF40.html" "Mozilla/5.0 (Windows NT 5.1; rv:13.0) Gecko/20100101 Firefox/13.0.1"
192.168.0.110 - - [02/Oct/2012:11:01:05 +0200] "GET /temps/3IF3.ics HTTP/1.1" 200 107407 "-" "Mac OS X/10.8.2 (12C54) CalendarAgent/55"
192.168.14.156 - - [02/Oct/2012:11:01:36 +0200] "GET /SiteWebIF/ HTTP/1.1" 200 792 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
192.168.14.156 - - [02/Oct/2012:11:01:36 +0200] "GET /stages/style_pfe.css HTTP/1.1" 200 895 "http://intranet-if.insa-lyon.fr/SiteWebIF/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
192.168.14.156 - - [02/Oct/2012:11:01:37 +0200] "GET /stages/InsaIF.ico HTTP/1.1" 200 766 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
192.168.14.156 - - [02/Oct/2012:11:01:37 +0200] "GET /stages/FondInsa.jpg HTTP/1.1" 200 2828 "http://intranet-if.insa-lyon.fr/stages/style_pfe.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
192.168.14.156 - - [02/Oct/2012:11:01:37 +0200] "GET /stages/bandeauFinal.jpg HTTP/1.1" 200 50390 "http://intranet-if.insa-lyon.fr/SiteWebIF/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
192.168.14.156 - - [02/Oct/2012:11:01:38 +0200] "GET /stages/InsaIF.ico HTTP/1.1" 200 766 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
192.168.14.156 - - [02/Oct/2012:11:01:39 +0200] "GET /SiteWebIF/Intranet-etudiant.php HTTP/1.1" 302 477 "http://intranet-if.insa-lyon.fr/SiteWebIF/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
192.168.15.159 - - [02/Oct/2012:11:01:43 +0200] "GET /SiteWebIF/Intranet-personnel.php HTTP/1.1" 302 478 "http://if.insa-lyon.fr/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
192.168.14.12 - - [02/Oct/2012:11:01:45 +0200] "GET /temps/ HTTP/1.1" 200 6835 "http://intranet-if.insa-lyon.fr/SiteWebIF/Intranet-etudiant.php" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
192.168.14.12 - - [02/Oct/2012:11:01:45 +0200] "GET /temps/style_emploi_du_temps.css HTTP/1.1" 200 1216 "http://intranet-if.insa-lyon.fr/temps/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
192.168.14.12 - - [02/Oct/2012:11:01:45 +0200] "GET /temps/FondInsa.jpg HTTP/1.1" 200 2828 "http://intranet-if.insa-lyon.fr/temps/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
192.168.14.12 - - [02/Oct/2012:11:01:45 +0200] "GET /temps/InsaIF.ico HTTP/1.1" 200 766 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
192.168.14.12 - - [02/Oct/2012:11:01:48 +0200] "GET /temps/5IF40.html HTTP/1.1" 200 17042 "http://intranet-if.insa-lyon.fr/temps/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
192.168.14.12 - - [02/Oct/2012:11:01:49 +0200] "GET /temps/precedent.gif HTTP/1.1" 200 1906 "http://intranet-if.insa-lyon.fr/temps/5IF40.html" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
